Name,Maker,Sector,Industry,Price,Collection,Ticked
ARWR,Arrowhead Research Corp.,Healthcare,Biotechnology,NA,stocks/arwr,FALSE
ASBB,"ASB Bancorp, Inc.",Financial,Regional - Mid-Atlantic Banks,NA,stocks/asbb,FALSE
ASBC,Associated Banc-Corp,Financial,Regional - Midwest Banks,WIKI/ASBC,stocks/asbc,FALSE
ASBCW,Associated Banc-Corp,,,NA,NA,FALSE
ARSD,Arabian American Development Company,Basic Materials,Chemicals - Major Diversified,WIKI/ARSD,stocks/arsd,FALSE
ASBI,Ameriana Bancorp,Financial,Savings & Loans,NA,stocks/asbi,FALSE
ASCA,Ameristar Casinos Inc.,,,NA,stocks/asca,FALSE
ASCMA,"Ascent Capital Group, Inc.",Services,Security & Protection Services,WIKI/ASCMA,stocks/ascma,FALSE
ASEI,American Science & Engineering Inc.,Services,Security & Protection Services,WIKI/ASEI,stocks/asei,FALSE
ARG,"Airgas, Inc.",Basic Materials,Chemicals - Major Diversified,WIKI/ARG,stocks/arg,FALSE
ARX,Aeroflex Holding Corp.,Technology,Semiconductor - Integrated Circuits,WIKI/ARX,stocks/arx,FALSE
ASH,Ashland Inc.,Basic Materials,Chemicals - Major Diversified,WIKI/ASH,stocks/ash,FALSE
ASIA,"AsiaInfo-Linkage, Inc.",Technology,Security Software & Services,NA,stocks/asia,FALSE
ASNA,Ascena Retail Group Inc.,Services,Apparel Stores,WIKI/ASNA,stocks/asna,FALSE
ASPS,Altisource Portfolio Solutions S.A.,Services,Business Services,NA,stocks/asps,FALSE
ASTC,Astrotech Corp.,Industrial Goods,Aerospace/Defense Products & Services,NA,stocks/astc,FALSE
ASTE,"Astec Industries, Inc.",Industrial Goods,Farm & Construction Machinery,WIKI/ASTE,stocks/aste,FALSE
ASTI,"Ascent Solar Technologies, Inc.",Technology,Semiconductor - Specialized,NA,stocks/asti,FALSE
ASRV,"AmeriServ Financial, Inc.",Financial,Regional - Northeast Banks,NA,stocks/asrv,FALSE
ASUR,"Asure Software, Inc.",Technology,Business Software & Services,NA,stocks/asur,FALSE
ASYS,Amtech Systems Inc.,Technology,Semiconductor Equipment & Materials,NA,stocks/asys,FALSE
ATEA,Astea International Inc.,Technology,Application Software,NA,stocks/atea,FALSE
ATEC,"Alphatec Holdings, Inc.",Healthcare,Medical Instruments & Supplies,WIKI/ATEC,stocks/atec,FALSE
ATHN,"athenahealth, Inc.",Technology,Healthcare Information Services,WIKI/ATHN,stocks/athn,FALSE
ATHX,"Athersys, Inc.",Healthcare,Biotechnology,NA,stocks/athx,FALSE
ATK,Alliant Techsystems Inc.,Industrial Goods,Aerospace/Defense Products & Services,WIKI/ATK,stocks/atk,FALSE
ATI,Allegheny Technologies Inc.,Industrial Goods,Metal Fabrication,WIKI/ATI,stocks/ati,FALSE
ATLC,Atlanticus Holdings Corporation,Financial,Credit Services,NA,stocks/atlc,FALSE
ATMI,ATMI Inc.,Technology,Semiconductor Equipment & Materials,WIKI/ATMI,stocks/atmi,FALSE
ATML,Atmel Corporation,Technology,Semiconductor - Broad Line,WIKI/ATML,stocks/atml,FALSE
ATNI,"Atlantic Tele-Network, Inc.",Technology,Telecom Services - Domestic,WIKI/ATNI,stocks/atni,FALSE
ASTM,"Aastrom Biosciences, Inc.",Healthcare,Biotechnology,NA,stocks/astm,FALSE
ATNY,API Technologies Corp.,Technology,Semiconductor - Broad Line,WIKI/ATNY,stocks/atny,FALSE
ATO,Atmos Energy Corporation,Utilities,Gas Utilities,WIKI/ATO,stocks/ato,FALSE
ATOS,"Atossa Genetics, Inc.",Healthcare,Diagnostic Substances,NA,stocks/atos,FALSE
ATR,"AptarGroup, Inc.",Consumer Goods,Packaging & Containers,WIKI/ATR,stocks/atr,FALSE
ATLO,Ames National Corporation,Financial,Regional - Northeast Banks,WIKI/ATLO,stocks/atlo,FALSE
ATRM,Aetrium Inc.,Technology,Semiconductor Equipment & Materials,NA,stocks/atrm,FALSE
ATRO,Astronics Corporation,Industrial Goods,Aerospace/Defense Products & Services,WIKI/ATRO,stocks/atro,FALSE
ATRS,Antares Pharma Inc.,Healthcare,Medical Instruments & Supplies,WIKI/ATRS,stocks/atrs,FALSE
ATRC,"AtriCure, Inc.",Healthcare,Medical Instruments & Supplies,WIKI/ATRC,stocks/atrc,FALSE
ATU,Actuant Corporation,Industrial Goods,Diversified Machinery,WIKI/ATU,stocks/atu,FALSE
ATRI,ATRION Corp.,Healthcare,Medical Instruments & Supplies,WIKI/ATRI,stocks/atri,FALSE
ARO,A,Services,Apparel Stores,WIKI/ARO,stocks/aro,FALSE
ASFI,Asta Funding Inc.,Services,Business Services,NA,stocks/asfi,FALSE
ATVI,"Activision Blizzard, Inc.",Technology,Multimedia & Graphics Software,WIKI/ATVI,stocks/atvi,FALSE
ATW,"Atwood Oceanics, Inc.",Basic Materials,Oil & Gas Drilling & Exploration,WIKI/ATW,stocks/atw,FALSE
ARIA,Ariad Pharmaceuticals Inc.,Healthcare,Biotechnology,WIKI/ARIA,stocks/aria,FALSE
ATX,Costa Inc.,,,NA,stocks/atx,FALSE
AUBN,"Auburn National Bancorporation, Inc.",Financial,Regional - Southeast Banks,NA,stocks/aubn,FALSE
AUXL,Auxilium Pharmaceuticals Inc.,Healthcare,Drug Related Products,WIKI/AUXL,stocks/auxl,FALSE
AVA,Avista Corp.,Utilities,Diversified Utilities,WIKI/AVA,stocks/ava,FALSE
AVAV,"AeroVironment, Inc.",Industrial Goods,Aerospace/Defense Products & Services,WIKI/AVAV,stocks/avav,FALSE
AVB,Avalonbay Communities Inc.,Financial,REIT - Residential,WIKI/AVB,stocks/avb,FALSE
AVEO,"AVEO Pharmaceuticals, Inc.",Healthcare,Biotechnology,WIKI/AVEO,stocks/aveo,FALSE
AVHI,"AV Homes, Inc.",Industrial Goods,Residential Construction,WIKI/AVHI,stocks/avhi,FALSE
AVNR,"Avanir Pharmaceuticals, Inc.",Healthcare,Drugs - Generic,WIKI/AVNR,stocks/avnr,FALSE
AVID,"Avid Technology, Inc.",Technology,Multimedia & Graphics Software,WIKI/AVID,stocks/avid,FALSE
AVGO,Avago Technologies Limited,Technology,Semiconductor - Broad Line,WIKI/AVGO,stocks/avgo,FALSE
AVNW,"Aviat Networks, Inc.",Technology,Communication Equipment,WIKI/AVNW,stocks/avnw,FALSE
AVP,Avon Products Inc.,Consumer Goods,Personal Products,WIKI/AVP,stocks/avp,FALSE
AVSR,Avistar Communications Corp.,,,NA,stocks/avsr,FALSE
AVT,"Avnet, Inc.",Services,Electronics Wholesale,WIKI/AVT,stocks/avt,FALSE
AVX,AVX Corp.,Technology,Diversified Electronics,WIKI/AVX,stocks/avx,FALSE
AVY,Avery Dennison Corporation,Consumer Goods,Business Equipment,WIKI/AVY,stocks/avy,FALSE
AWAY,"HomeAway, Inc.",Technology,Internet Information Providers,WIKI/AWAY,stocks/away,FALSE
AWH,"Allied World Assurance Company Holdings, AG",Financial,Property & Casualty Insurance,WIKI/AWH,stocks/awh,FALSE
AWI,"Armstrong World Industries, Inc.",Industrial Goods,General Building Materials,WIKI/AWI,stocks/awi,FALSE
AWK,"American Water Works Company, Inc.",Utilities,Water Utilities,WIKI/AWK,stocks/awk,FALSE
AWRE,"Aware, Inc.",Technology,Application Software,NA,stocks/awre,FALSE
AWX,Avalon Holdings Corp.,Industrial Goods,Waste Management,NA,stocks/awx,FALSE
AXAS,Abraxas Petroleum Corp.,Basic Materials,Independent Oil & Gas,WIKI/AXAS,stocks/axas,FALSE
AXDX,"Accelerate Diagnostics, Inc.",Healthcare,Diagnostic Substances,WIKI/AXDX,stocks/axdx,FALSE
AXE,Anixter International Inc.,Services,Industrial Equipment Wholesale,WIKI/AXE,stocks/axe,FALSE
AXL,American Axle & Manufacturing Holdings Inc.,Consumer Goods,Auto Parts,WIKI/AXL,stocks/axl,FALSE
AXLL,Axiall Corporation,Basic Materials,Synthetics,WIKI/AXLL,NA,FALSE
AXN,"Aoxing Pharmaceutical Company, Inc.",Healthcare,Drug Manufacturers - Major,NA,stocks/axn,FALSE
AXP,American Express Company,Financial,Credit Services,WIKI/AXP,stocks/axp,FALSE
AXR,AMREP Corporation,Financial,Property Management,NA,stocks/axr,FALSE
AXS,AXIS Capital Holdings Limited,Financial,Property & Casualty Insurance,WIKI/AXS,stocks/axs,FALSE
AXTI,AXT Inc.,Technology,Semiconductor - Integrated Circuits,NA,stocks/axti,FALSE
AYI,"Acuity Brands, Inc.",Technology,Diversified Electronics,WIKI/AYI,stocks/ayi,FALSE
AZO,"AutoZone, Inc.",Services,Auto Parts Stores,WIKI/AZO,stocks/azo,FALSE
AZPN,"Aspen Technology, Inc.",Technology,Business Software & Services,WIKI/AZPN,stocks/azpn,FALSE
B,Barnes Group Inc.,Industrial Goods,Industrial Equipment & Components,WIKI/B,stocks/b,FALSE
AZZ,AZZ incorporated,Industrial Goods,Metal Fabrication,WIKI/AZZ,stocks/azz,FALSE
BA,The Boeing Company,Industrial Goods,Aerospace/Defense Products & Services,WIKI/BA,stocks/ba,FALSE
BABY,Natus Medical Inc.,Healthcare,Medical Appliances & Equipment,WIKI/BABY,stocks/baby,FALSE
BAC,Bank of America Corporation,Financial,Money Center Banks,WIKI/BAC,stocks/bac,FALSE
BAGL,"Einstein Noah Restaurant Group, Inc.",Services,Restaurants,WIKI/BAGL,stocks/bagl,FALSE
BAGR,"Diversified Restaurant Holdings, Inc.",Services,Restaurants,WIKI/BAGR,NA,FALSE
BAH,Booz Allen Hamilton Holding Corporation,Services,Management Services,WIKI/BAH,stocks/bah,FALSE
BAMM,Books-A-Million Inc.,Services,"Specialty Retail, Other",NA,stocks/bamm,FALSE
BANF,BancFirst Corporation,Financial,Regional - Southwest Banks,WIKI/BANF,stocks/banf,FALSE
BANC,"Banc of California, Inc.",Financial,Regional - Pacific Banks,WIKI/BANC,stocks/banc,FALSE
BANR,Banner Corporation,Financial,Regional - Mid-Atlantic Banks,WIKI/BANR,stocks/banr,FALSE
BAS,"Basic Energy Services, Inc.",Basic Materials,Oil & Gas Equipment & Services,WIKI/BAS,stocks/bas,FALSE
BASI,Bioanalytical Systems Inc.,Services,Research Services,NA,stocks/basi,FALSE
BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,WIKI/BAX,stocks/bax,FALSE
BBBY,Bed Bath & Beyond Inc.,Services,Home Furnishing Stores,WIKI/BBBY,stocks/bbby,FALSE
BBG,Bill Barrett Corp.,Basic Materials,Oil & Gas Drilling & Exploration,WIKI/BBG,stocks/bbg,FALSE
BBGI,Beasley Broadcast Group Inc.,Services,Broadcasting - Radio,WIKI/BBGI,stocks/bbgi,FALSE
BBNK,Bridge Capital Holdings,Financial,Regional - Pacific Banks,WIKI/BBNK,stocks/bbnk,FALSE
BBOX,Black Box Corporation,Technology,Networking & Communication Devices,WIKI/BBOX,stocks/bbox,FALSE
BBRG,"Bravo Brio Restaurant Group, Inc.",Services,Restaurants,WIKI/BBRG,stocks/bbrg,FALSE
BBSI,Barrett Business Services Inc.,Services,Staffing & Outsourcing Services,WIKI/BBSI,stocks/bbsi,FALSE
BBX,BBX Capital Corporation,Financial,Property Management,WIKI/BBX,stocks/bbx,FALSE
BC,Brunswick Corporation,Consumer Goods,"Recreational Goods, Other",WIKI/BC,stocks/bc,FALSE
BCC,Boise Cascade Company,Industrial Goods,"Lumber, Wood Production",WIKI/BCC,stocks/bcc,FALSE
BCEI,"Bonanza Creek Energy, Inc.",Basic Materials,Independent Oil & Gas,WIKI/BCEI,stocks/bcei,FALSE
BCO,The Brink's Company,Services,Security & Protection Services,WIKI/BCO,stocks/bco,FALSE
BCOR,"Blucora, Inc.",Technology,Internet Information Providers,WIKI/BCOR,stocks/bcor,FALSE
BCOV,"Brightcove, Inc.",Technology,Application Software,WIKI/BCOV,stocks/bcov,FALSE
BCPC,Balchem Corp.,Basic Materials,Chemicals - Major Diversified,WIKI/BCPC,stocks/bcpc,FALSE
BCR,CR Bard Inc.,Healthcare,Medical Instruments & Supplies,WIKI/BCR,stocks/bcr,FALSE
BCRX,"BioCryst Pharmaceuticals, Inc.",Healthcare,Biotechnology,NA,stocks/bcrx,FALSE
BDCO,Blue Dolphin Energy Company,Basic Materials,Independent Oil & Gas,NA,stocks/bdco,FALSE
BDE,"Black Diamond, Inc.",Consumer Goods,Sporting Goods,WIKI/BDE,stocks/bde,FALSE
BDGE,"Bridge Bancorp, Inc.",Financial,Regional - Northeast Banks,WIKI/BDGE,stocks/bdge,FALSE
BDL,Flanigan's Enterprises Inc.,Services,Specialty Eateries,NA,stocks/bdl,FALSE
BDN,Brandywine Realty Trust,Financial,REIT - Diversified,NA,stocks/bdn,FALSE
BDMS,Birner Dental Management Services Inc.,Services,Business Services,NA,stocks/bdms,FALSE
BDR,Blonder Tongue Laboratories Inc.,Technology,Communication Equipment,NA,stocks/bdr,FALSE
BDSI,"BioDelivery Sciences International, Inc.",Healthcare,Biotechnology,WIKI/BDSI,stocks/bdsi,FALSE
BEAV,B/E Aerospace Inc.,Industrial Goods,Aerospace/Defense Products & Services,WIKI/BEAV,stocks/beav,FALSE
BEBE,"Bebe Stores, Inc.",Services,Apparel Stores,WIKI/BEBE,stocks/bebe,FALSE
BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,WIKI/BDX,stocks/bdx,FALSE
BECN,"Beacon Roofing Supply, Inc.",Industrial Goods,General Building Materials,WIKI/BECN,stocks/becn,FALSE
BELFA,Bel Fuse Inc.,,,NA,stocks/belfa,FALSE
BELFB,Bel Fuse Inc.,Technology,Diversified Electronics,WIKI/BELFB,stocks/belfb,FALSE
BEN,Franklin Resources Inc.,Financial,Asset Management,WIKI/BEN,stocks/ben,FALSE
BERK,Berkshire Bancorp Inc.,Financial,Regional - Northeast Banks,NA,stocks/berk,FALSE
BERY,"Berry Plastics Group, Inc.",Consumer Goods,Rubber & Plastics,WIKI/BERY,stocks/bery,FALSE
BFAM,"Bright Horizons Family Solutions, Inc.",Services,Personal Services,WIKI/BFAM,stocks/bfam,FALSE
BFB,Brown-Forman Corporation,Consumer Goods,Beverages - Wineries & Distillers,NA,stocks/bfb,FALSE
BFIN,BankFinancial Corp.,Financial,Savings & Loans,WIKI/BFIN,stocks/bfin,FALSE
BG,Bunge Limited,Consumer Goods,Farm Products,WIKI/BG,stocks/bg,FALSE
BGC,General Cable Corp.,Industrial Goods,Industrial Electrical Equipment,WIKI/BGC,stocks/bgc,FALSE
BGCP,"BGC Partners, Inc.",Financial,Investment Brokerage - National,WIKI/BGCP,stocks/bgcp,FALSE
BGFV,Big 5 Sporting Goods Corp.,Services,Sporting Goods Stores,WIKI/BGFV,stocks/bgfv,FALSE
BGG,Briggs & Stratton Corporation,Industrial Goods,Diversified Machinery,WIKI/BGG,stocks/bgg,FALSE
BGMD,"BG Medicine, Inc.",Healthcare,Medical Laboratories & Research,NA,stocks/bgmd,FALSE
BGS,,Consumer Goods,Processed & Packaged Goods,WIKI/BGS,stocks/bgs,FALSE
BH,Biglari Holdings Inc.,Services,Restaurants,WIKI/BH,stocks/bh,FALSE
BHB,Bar Harbor Bankshares,Financial,Regional - Northeast Banks,WIKI/BHB,stocks/bhb,FALSE
BHE,Benchmark Electronics Inc.,Technology,Printed Circuit Boards,WIKI/BHE,stocks/bhe,FALSE
BHI,Baker Hughes Incorporated,Basic Materials,Oil & Gas Equipment & Services,WIKI/BHI,stocks/bhi,FALSE
BHRT,"Bioheart, Inc.",Healthcare,Biotechnology,NA,stocks/bhrt,FALSE
BIG,Big Lots Inc.,Services,"Discount, Variety Stores",WIKI/BIG,stocks/big,FALSE
BIIB,Biogen Idec Inc.,Healthcare,Biotechnology,WIKI/BIIB,stocks/biib,FALSE
BIOC,"Biocept, Inc.",Healthcare,Medical Laboratories & Research,NA,stocks/bioc,FALSE
BIOD,Biodel Inc.,Healthcare,Drug Manufacturers - Other,NA,stocks/biod,FALSE
BIOF,BioFuel Energy Corp.,Basic Materials,Specialty Chemicals,NA,stocks/biof,FALSE
BIOL,"BIOLASE, Inc.",Healthcare,Medical Instruments & Supplies,WIKI/BIOL,stocks/biol,FALSE
BIRT,Actuate Corporation,Technology,Application Software,WIKI/BIRT,stocks/birt,FALSE
BJRI,"BJ's Restaurants, Inc.",Services,Restaurants,WIKI/BJRI,stocks/bjri,FALSE
BKBK,Britton & Koontz Capital Corp.,,,NA,stocks/bkbk,FALSE
BKD,Brookdale Senior Living Inc.,Healthcare,Long-Term Care Facilities,WIKI/BKD,stocks/bkd,FALSE
BKE,"The Buckle, Inc.",Services,Apparel Stores,WIKI/BKE,stocks/bke,FALSE
BKH,Black Hills Corporation,Utilities,Electric Utilities,WIKI/BKH,stocks/bkh,FALSE
BKJ,"Bancorp Of New Jersey, Inc.",Financial,Savings & Loans,NA,stocks/bkj,FALSE
BKMU,Bank Mutual Corporation,Financial,Savings & Loans,WIKI/BKMU,stocks/bkmu,FALSE
BKOR,"Oak Ridge Financial Services, Inc.",Financial,Regional - Mid-Atlantic Banks,NA,stocks/bkor,FALSE
BKS,"Barnes & Noble, Inc.",Services,"Specialty Retail, Other",WIKI/BKS,stocks/bks,FALSE
BKU,"BankUnited, Inc.",Financial,Regional - Mid-Atlantic Banks,WIKI/BKU,stocks/bku,FALSE
BKW,"Burger King Worldwide, Inc.",Services,Restaurants,WIKI/BKW,stocks/bkw,FALSE
BKYF,Bank of Kentucky Financial Corp.,Financial,Regional - Southeast Banks,WIKI/BKYF,stocks/bkyf,FALSE
BLDR,"Builders FirstSource, Inc.",Services,Home Improvement Stores,WIKI/BLDR,stocks/bldr,FALSE
BLIN,"Bridgeline Digital, Inc.",Technology,Application Software,NA,stocks/blin,FALSE
BLKB,Blackbaud Inc.,Technology,Business Software & Services,WIKI/BLKB,stocks/blkb,FALSE
BLL,Ball Corporation,Consumer Goods,Packaging & Containers,WIKI/BLL,stocks/bll,FALSE
BLK,"BlackRock, Inc.",Financial,Asset Management,WIKI/BLK,stocks/blk,FALSE
BLMN,"Bloomin' Brands, Inc.",Services,Restaurants,WIKI/BLMN,stocks/blmn,FALSE
BLMT,"BSB Bancorp, Inc.",Financial,Money Center Banks,NA,stocks/blmt,FALSE
BLOX,Infoblox Inc.,Services,Business Services,WIKI/BLOX,stocks/blox,FALSE
BMC,BMC Software Inc.,,,NA,stocks/bmc,FALSE
BMI,Badger Meter Inc.,Technology,Scientific & Technical Instruments,WIKI/BMI,stocks/bmi,FALSE
BMS,"Bemis Company, Inc.",Consumer Goods,Packaging & Containers,WIKI/BMS,stocks/bms,FALSE
BMTC,Bryn Mawr Bank Corp.,Financial,Regional - Mid-Atlantic Banks,WIKI/BMTC,stocks/bmtc,FALSE
BMY,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - Major,WIKI/BMY,stocks/bmy,FALSE
BNCL,Beneficial Mutual Bancorp Inc.,Financial,Regional - Northeast Banks,WIKI/BNCL,stocks/bncl,FALSE
BNCN,BNC Bancorp,Financial,Regional - Mid-Atlantic Banks,WIKI/BNCN,stocks/bncn,FALSE
BOBE,"Bob Evans Farms, Inc.",Services,Restaurants,WIKI/BOBE,stocks/bobe,FALSE
BOCH,Bank of Commerce Holdings,Financial,Regional - Mid-Atlantic Banks,NA,stocks/boch,FALSE
BODY,Body Central Corp.,Services,Apparel Stores,WIKI/BODY,stocks/body,FALSE
BOFI,"BofI Holding, Inc.",Financial,Savings & Loans,WIKI/BOFI,stocks/bofi,FALSE
BOH,Bank of Hawaii Corporation,Financial,Regional - Pacific Banks,WIKI/BOH,stocks/boh,FALSE
BOKF,BOK Financial Corporation,Financial,Regional - Southwest Banks,WIKI/BOKF,stocks/bokf,FALSE
BOLT,Bolt Technology Corp.,Basic Materials,Oil & Gas Equipment & Services,WIKI/BOLT,stocks/bolt,FALSE
BONE,"Bacterin International Holdings, Inc.",Healthcare,Medical Appliances & Equipment,NA,stocks/bone,FALSE
BONT,Bon-Ton Stores Inc.,Services,Department Stores,WIKI/BONT,stocks/bont,FALSE
BOTA,"Biota Pharmaceuticals, Inc.",Healthcare,Biotechnology,NA,stocks/bota,FALSE
BOOM,Dynamic Materials Corp.,Industrial Goods,Metal Fabrication,WIKI/BOOM,stocks/boom,FALSE
BPFH,"Boston Private Financial Holdings, Inc.",Financial,Regional - Northeast Banks,WIKI/BPFH,stocks/bpfh,FALSE
BOX,Box Ships Inc.,Services,Shipping,NA,stocks/box,FALSE
BOTJ,Bank of the James Financial Group Inc.,Financial,Regional - Mid-Atlantic Banks,NA,stocks/botj,FALSE
BPL,"Buckeye Partners, L.P.",Basic Materials,Oil & Gas Pipelines,NA,stocks/bpl,FALSE
BPOP,"Popular, Inc.",Financial,Foreign Regional Banks,WIKI/BPOP,stocks/bpop,FALSE
BPI,"Bridgepoint Education, Inc.",Services,Education & Training Services,WIKI/BPI,stocks/bpi,FALSE
BPZ,"BPZ Resources, Inc.",Basic Materials,Oil & Gas Drilling & Exploration,WIKI/BPZ,stocks/bpz,FALSE
BR,"Broadridge Financial Solutions, Inc.",Technology,Information & Delivery Services,WIKI/BR,stocks/br,FALSE
BRC,Brady Corp.,Technology,Security Software & Services,WIKI/BRC,stocks/brc,FALSE
BRCD,"Brocade Communications Systems, Inc.",Technology,Data Storage Devices,WIKI/BRCD,stocks/brcd,FALSE
BREW,"Craft Brew Alliance, Inc.",Consumer Goods,Beverages - Brewers,WIKI/BREW,stocks/brew,FALSE
BRKA,Berkshire Hathaway Inc.,Financial,Property & Casualty Insurance,NA,stocks/brka,FALSE
BRID,Bridgford Foods Corp.,Consumer Goods,Meat Products,NA,stocks/brid,FALSE
BRKL,"Brookline Bancorp, Inc.",Financial,Savings & Loans,WIKI/BRKL,stocks/brkl,FALSE
BRCM,Broadcom Corp.,Technology,Semiconductor - Integrated Circuits,WIKI/BRCM,stocks/brcm,FALSE
BRKR,Bruker Corporation,Technology,Scientific & Technical Instruments,WIKI/BRKR,stocks/brkr,FALSE
BRKS,"Brooks Automation, Inc.",Technology,Semiconductor Equipment & Materials,WIKI/BRKS,stocks/brks,FALSE
BRLI,Bio-Reference Laboratories Inc.,Healthcare,Medical Laboratories & Research,WIKI/BRLI,stocks/brli,FALSE
BRN,"Barnwell Industries, Inc.",Basic Materials,Independent Oil & Gas,NA,stocks/brn,FALSE
BRO,Brown & Brown Inc.,Financial,Insurance Brokers,WIKI/BRO,stocks/bro,FALSE
BRS,"Bristow Group, Inc.",Services,"Air Services, Other",WIKI/BRS,stocks/brs,FALSE
BRSS,"Global Brass and Copper Holdings, Inc.",Industrial Goods,Metal Fabrication,WIKI/BRSS,stocks/brss,FALSE
BRT,BRT Realty Trust,Financial,Mortgage Investment,NA,stocks/brt,FALSE
BSDM,BSD Medical Corp.,Healthcare,Medical Appliances & Equipment,NA,stocks/bsdm,FALSE
BSET,"Bassett Furniture Industries, Incorporated",Consumer Goods,Home Furnishings & Fixtures,WIKI/BSET,stocks/bset,FALSE
BSPM,"Biostar Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Major,NA,stocks/bspm,FALSE
BSQR,BSQUARE Corp.,Technology,Application Software,NA,stocks/bsqr,FALSE
BSRR,Sierra Bancorp,Financial,Regional - Pacific Banks,WIKI/BSRR,stocks/bsrr,FALSE
BTH,"Blyth, Inc.",Consumer Goods,Personal Products,WIKI/BTH,stocks/bth,FALSE
BSX,Boston Scientific Corporation,Healthcare,Medical Appliances & Equipment,WIKI/BSX,stocks/bsx,FALSE
BTN,"Ballantyne Strong, Inc",Consumer Goods,Photographic Equipment & Supplies,NA,stocks/btn,FALSE
BTU,Peabody Energy Corp.,Basic Materials,Industrial Metals & Minerals,WIKI/BTU,stocks/btu,FALSE
BTUI,BTU International Inc.,Technology,Semiconductor Equipment & Materials,NA,stocks/btui,FALSE
BTX,"BioTime, Inc.",Healthcare,Biotechnology,WIKI/BTX,stocks/btx,FALSE
BUSE,First Busey Corporation,Financial,Regional - Midwest Banks,WIKI/BUSE,stocks/buse,FALSE
BV,"Bazaarvoice, Inc.",Technology,Application Software,WIKI/BV,stocks/bv,FALSE
BVSN,"BroadVision, Inc.",Technology,Internet Software & Services,NA,stocks/bvsn,FALSE
BVX,Bovie Medical Corporation,Healthcare,Medical Instruments & Supplies,NA,stocks/bvx,FALSE
BWA,BorgWarner Inc.,Consumer Goods,Auto Parts,WIKI/BWA,stocks/bwa,FALSE
BWC,The Babcock & Wilcox Company,Industrial Goods,Diversified Machinery,WIKI/BWC,stocks/bwc,FALSE
BWLD,Buffalo Wild Wings Inc.,Services,Restaurants,WIKI/BWLD,stocks/bwld,FALSE
BWP,"Boardwalk Pipeline Partners, LP",Basic Materials,Oil & Gas Pipelines,NA,stocks/bwp,FALSE
BWS,Brown Shoe Co. Inc.,Consumer Goods,Textile - Apparel Footwear & Accessories,WIKI/BWS,stocks/bws,FALSE
BXC,Bluelinx Holdings Inc.,Services,Building Materials Wholesale,WIKI/BXC,stocks/bxc,FALSE
BXP,Boston Properties Inc.,Financial,REIT - Office,WIKI/BXP,stocks/bxp,FALSE
BXS,"BancorpSouth, Inc.",Financial,Regional - Southeast Banks,WIKI/BXS,stocks/bxs,FALSE
